4	7	s1
7	9.24	1a
9.24	11.8	1b
11.8	13.04	2a
13.04	14.4	2b
14.4	15.78	2c
15.78	16.58	2d
16.58	17.96	2e
17.96	19.92	3a
19.92	21.82	3b
21.82	25.2	3c
25.2	27.9	4a
27.9	30.58	4b
30.58	34.38	4c
34.38	36.02	5a
36.02	39.16	5b
39.16	40.76	6a
40.76	42.46	6b
42.46	43.92	6c
43.92	45.7	6d
45.7	47.68	6e
47.68	49.08	7a
49.08	51.12	7b
51.12	53.24	7c
53.24	56.18	7d
56.18	58.38	8a
58.38	61.6	8b
61.6	65.66	9a
65.66	68.26	9b
68.26	70.38	9c
70.38	73.92	10a
73.92	75.38	10b
75.38	77.46	10c
77.46	81.76	10d
81.76	82.46	11a
82.46	83.08	11b
83.08	84.16	11c
84.16	87	11d
87	88.8	12a
88.8	89.76	12b
89.76	91	12c
91	93.66	12d
93.66	94.86	12e
94.86	97.16	13a
97.16	98.76	13b
98.76	100.28	13c
100.28	101.72	13d
101.72	103.38	14a
103.38	104.32	14b
104.32	106.2	14c
106.2	108.2	15a
108.2	109.48	15b
109.48	110.68	15c
110.68	112.4	16a
112.4	117.08	16b
117.08	119.96	17a
119.96	123.3	17b
123.3	124.92	18a
124.92	126.52	18b
126.52	128.26	18c
128.26	129.6	18d
129.6	131.46	19a
131.46	133.22	19b
133.22	135.28	19c
135.28	137.68	19d
137.68	140.66	20a
140.66	144.02	20b
144.02	148.48	21a
148.48	152.36	21b
152.36	154.76	22a
154.76	156.06	22b
156.06	157.38	22c
157.38	158.32	22d
158.32	160.98	22e
160.98	164.58	23a
164.58	166.88	23b
166.88	169.26	24a
169.26	172.48	24b
172.48	174.54	25a
174.54	175.92	25b
175.92	178.44	25c
178.44	182.2	26a
182.2	184.78	26b
184.78	187.7	27a
187.7	189.22	27b
189.22	190.98	27c
190.98	193	27d
