3	5.58	s1
5.58	8.28	1a
8.28	12.6	1b
12.6	14.26	2a
14.26	15.96	2b
15.96	18.56	2c
18.56	20.04	2d
20.04	21.9	3a
21.9	23.94	3b
23.94	25.94	3c
25.94	28.22	3d
28.22	30.74	4a
30.74	33.46	4b
33.46	36.56	4c
36.56	38.4	4d
38.4	41.6	5a
41.6	44.28	5b
44.28	46.4	5c
46.4	48.98	5d
48.98	52.08	6a
52.08	54.56	6b
54.56	56.64	6c
56.64	58.78	6d
58.78	60.98	7a
60.98	63.82	7b
63.82	65.92	7c
65.92	68.14	7d
68.14	70.4	8a
70.4	72.94	8b
72.94	75.12	8c
75.12	77.96	8d
77.96	82.66	9
82.66	87.08	10a
87.08	89.46	10b
89.46	91.94	11a
91.94	94.68	11b
94.68	98.72	11c
98.72	103.1	11d
103.1	105.52	11e
105.52	109.42	12a
109.42	113.4	12b
113.4	115.26	13a
115.26	117.8	13b
117.8	119.02	13c
119.02	120.44	13d
120.44	122.96	13e
122.96	125.22	14a
125.22	128.2	14b
128.2	130.24	14c
130.24	131.96	14d
131.96	133.48	14e
133.48	136.32	14f
136.32	138.14	15a
138.14	139.42	15b
139.42	142.34	15c
142.34	145.5	15d
145.5	149.9	s2
149.9	154.14	16a
154.14	156.04	16b
156.04	157.8	16c
157.8	159.9	16d
159.9	161.92	16e
161.92	163.94	17a
163.94	167.82	17b
167.82	173.34	17c
173.34	175.66	18a
175.66	177.4	18b
177.4	179.12	18c
179.12	182.52	18d
182.52	184.66	19a
184.66	186.32	19b
186.32	187.88	19c
187.88	190.98	19d
190.98	192.08	19e
192.08	193.72	19f
193.72	195.9	19g
195.9	197.56	19h
197.56	198.96	19i
198.96	200.96	19j
200.96	204.32	20a
204.32	206.82	20b
206.82	208.74	20c
208.74	210.68	21a
210.68	212.92	21b
212.92	215.16	21c
215.16	218.84	22a
218.84	220.62	22b
220.62	222.48	22c
222.48	226.28	22d
