3.2	4.76	s1
4.76	8.12	1a
8.12	12.54	1b
12.54	16.7	s2
16.7	20.02	2a
20.02	21.62	2b
21.62	24.24	2c
24.24	26.56	2d
26.56	30.9	3a
30.9	34.68	3b
34.68	36.18	4a
36.18	37.8	4b
37.8	40.58	4c
40.58	42.32	5a
42.32	42.98	5b
42.98	46.12	5c
46.12	48.54	6a
48.54	50.76	6b
50.76	52.84	6c
52.84	54.2	6d
54.2	55.58	6e
55.58	57.5	7a
57.5	58.68	7b
58.68	60.82	7c
60.82	62.62	7d
62.62	64.26	7e
64.26	65.32	7f
65.32	68.22	8a
68.22	70.4	8b
70.4	72	8c
72	75.28	8d
75.28	77.26	9a
77.26	80.8	9b
80.8	83.92	9c
83.92	85.38	10a
85.38	86.46	10b
86.46	88.1	10c
88.1	91.3	10d
91.3	93.5	10e
93.5	96.16	11a
96.16	97.46	11b
97.46	112.52	11c
112.52	115.36	s3
115.36	117.42	12a
117.42	120.3	12b
120.3	122.8	13a
122.8	125.06	13b
125.06	126.62	13c
126.62	130.02	13d
130.02	133.3	13e
133.3	135.54	13f
135.54	140.96	14a
140.96	145.78	14b
145.78	147.66	15a
147.66	150.02	15b
150.02	151.72	15c
151.72	153.88	15d
153.88	157.6	16a
157.6	158.88	16b
158.88	161.44	16c
161.44	165.58	16d
165.58	170.96	16e
170.96	174.88	17a
174.88	179.06	17b
179.06	182.84	17c
182.84	185.34	18a
185.34	187.16	18b
187.16	188.76	18c
188.76	191.2	18d
