10.7	13.18	1a
13.18	14.5	1b
14.5	18.4	1c
18.4	22.22	2a
22.22	25.8	2b
25.8	29.1	3a
29.1	32.32	3b
32.32	34.1	3c
34.1	35.68	4a
35.68	36.96	4b
36.96	39.94	4c
39.94	41.44	5a
41.44	42.44	5b
42.44	43.84	5c
43.84	45.68	5d
45.68	47.42	5e
47.42	50.32	6a
50.32	53.12	6b
53.12	54.68	7a
54.68	55.92	7b
55.92	57.5	7c
57.5	61.44	7d
61.44	63.66	7e
63.66	65.56	8a
65.56	67.56	8b
67.56	69.56	8c
69.56	72.64	9a
72.64	75.4	9b
75.4	78.14	10a
78.14	79.6	10b
79.6	83.02	10c
83.02	86.28	11a
86.28	88.26	11b
88.26	91.62	12a
91.62	95.26	12b
95.26	99.04	13a
99.04	102.44	13b
102.44	104.68	14a
104.68	106.38	14b
106.38	107.92	14c
107.92	110.56	15a
110.56	112.34	15b
112.34	113.24	15c
113.24	114.44	15d
114.44	116.08	16a
116.08	117.2	16b
117.2	118.74	16c
118.74	120.22	16d
120.22	123.14	17a
123.14	124.6	17b
124.6	126.18	17c
126.18	129.48	18a
129.48	134.1	18b
134.1	137.96	19a
137.96	141.76	19b
141.76	143.3	20a
143.3	145.54	20b
145.54	148.28	20c
148.28	152.4	20d
152.4	154.42	21a
154.42	155.9	21b
155.9	157.02	21c
157.02	158.7	21d
158.7	162.52	22a
162.52	165.08	22b
165.08	166.36	23a
166.36	168.76	23b
168.76	170.2	23c
170.2	172.22	23d
172.22	175.64	24a
175.64	178.26	24b
178.26	180.28	25a
180.28	182.16	25b
182.16	185.26	25c
185.26	188.26	26a
188.26	189.68	26b
189.68	194.46	26c
194.46	197.56	27a
197.56	200.4	27b
200.4	202.76	28a
202.76	207.48	28b
