4	7.32	s1
7.32	10.3	1a
10.3	15.4	1b
15.4	16.36	2a
16.36	17.72	2b
17.72	19.08	2c
19.08	21.64	2d
21.64	23.18	2e
23.18	24.32	3a
24.32	25.3	3b
25.3	26.16	3c
26.16	27.28	3d
27.28	28.6	3e
28.6	30.92	3f
30.92	32.98	4a
32.98	35.4	4b
35.4	38.26	5a
38.26	41.96	5b
41.96	44.62	6a
44.62	46.58	6b
46.58	48.76	6c
48.76	52.48	7a
52.48	53.76	7b
53.76	55.4	7c
55.4	57.6	8a
57.6	58.9	8b
58.9	61.04	8c
61.04	64.8	9a
64.8	67.02	9b
67.02	70.48	9c
70.48	73.78	10a
73.78	77.04	10b
77.04	79.48	11a
79.48	81.84	11b
81.84	82.62	11c
82.62	83.68	11d
83.68	85.68	11e
85.68	87.02	12a
87.02	88.34	12b
88.34	92.06	12c
92.06	95.58	s2
95.58	98.14	13a
98.14	99.96	13b
99.96	101.96	13c
101.96	106	14a
106	106.86	14b
106.86	108.2	14c
108.2	109.7	14d
109.7	113.02	15a
113.02	114.36	15b
114.36	115	15c
115	116.44	15d
116.44	120.04	16a
120.04	124.6	16b
124.6	128.86	s3
128.86	131.8	17a
131.8	135.28	17b
135.28	136.88	18-19a
136.88	137.62	18-19b
137.62	138.82	18-19c
138.82	141.32	18-19d
141.32	143.72	18-19e
143.72	145.48	20a
145.48	146.84	20b
146.84	148.7	20c
148.7	150.34	20d
150.34	152.44	21a
152.44	154.24	21b
154.24	157.56	21c
157.56	161.48	22a
161.48	163.08	22b
163.08	165.32	22c
165.32	167.06	23a
167.06	168.56	23b
168.56	170.62	23c
170.62	173.36	23d
173.36	176.32	24a
176.32	179.3	24b
179.3	180.94	25a
180.94	181.86	25b
181.86	184.9	25c
184.9	187.2	26a
187.2	188.62	26b
188.62	191.66	26c
191.66	193.76	27a
193.76	195.12	27b
195.12	196.58	27c
196.58	198	27d
198	199.66	27e
199.66	201.04	28a
201.04	203.5	28b
203.5	209.28	28c
